IMG|CATEGORY|BRAND|PRODUCT|VARIANT|SIZE|CARTON_QTY|UNIT_COST_SAR|CARTON_PRICE_SAR|SKU|NOTES
IMG_0890.PNG|Wet Food|Kit Cat|Petite Pouch Complete Food|Tuna and Beef|70g|24|3.5|84|P12600204|
IMG_0891.PNG|Wet Food|Kit Cat|Petite Pouch Complete Food|Classic Tuna|70g|24|3.5|84|P12600201|
IMG_0892.PNG|Wet Food|Kit Cat|Petite Pouch Complete Food|Kitten Recipe|70g|24|3.5|84|P12600203|
IMG_0857.PNG|Wet Food|Kit Cat|Tuna Mousse and Chicken Toppers|Tuna and Chicken|80g|24|3.6|86.4|P12600182|
IMG_0854.PNG|Wet Food|Kit Cat|White Meat Tuna Flakes and Crab|Tuna and Crab|Unknown|24|4.1|98.4|P12600190|
IMG_0851.PNG|Wet Food|Kit Cat|White Meat Tuna Flakes and Salmon|Tuna and Salmon|Unknown|24|4.1|98.4|P12600191|
IMG_0855.PNG|Wet Food|Kit Cat|White Meat Tuna Flakes and Shrimp|Tuna and Shrimp|Unknown|24|4.1|98.4|P12600192|
IMG_0853.PNG|Wet Food|Kit Cat|White Meat Tuna Flakes and Smoked Fish|Tuna and Smoked Fish|Unknown|24|4.1|98.4|P12600193|
IMG_0852.PNG|Wet Food|Kit Cat|White Meat Tuna Flakes and Whitebait|Tuna and Whitebait|Unknown|24|4.1|98.4|P12600194|
IMG_0897.PNG|Wet Food|Kit Cat|Wild Caught Grain Free Can|Tuna and Salmon|400g|24|4.65|111.6|P12600179|
IMG_0898.PNG|Wet Food|Kit Cat|Wild Caught Grain Free Can|Tuna and Chicken|400g|24|4.65|111.6|P12600174|
IMG_0901.PNG|Wet Food|Kit Cat|Wild Caught Grain Free Can|Tuna and Crab|400g|24|4.65|111.6|P12600175|
IMG_0879.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Tuna and Chicken|Unknown|24|3.5|84|P12600198|
IMG_0880.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Chicken and Sara|Unknown|24|3.5|84|P12600196|
IMG_0881.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Chicken and Beef|Unknown|24|3.5|84|P12600195|
IMG_0882.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Chicken and Whitefish|Unknown|24|3.5|84|P12600199|
IMG_0883.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Chicken and Salmon|Unknown|24|3.5|84|P12600197|
IMG_0884.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Classic Chicken|Unknown|24|3.5|84|P12600200|
IMG_0885.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Tuna and Chicken|Unknown|24|3.5|84|P12600205|
IMG_0886.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Kitten Recipe|Unknown|24|3.5|84|P12600202|kitten
IMG_0887.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Tuna and Whitefish|Unknown|24|3.5|84|P12600208|
IMG_0888.PNG|Wet Food|Kitcat|Petite Pouch Complete Food|Tuna and Sara|Unknown|24|3.5|84|P12600206|
IMG_1212.PNG|Wet Food|Princess|Premium Can Classic|Chicken and Tuna in Jelly|Unknown|24|6.25|150|P16100008|
IMG_1040.PNG|Wet Food|Wellness Core|Multipack Cans Beef|Beef|Unknown|4|39.6|158.4|P17700177|
IMG_1050.PNG|Wet Food|Wellness Core|Multipack Cans Chicken|Chicken|Unknown|4|39.6|158.4|P17700178|
IMG_1056.PNG|Wet Food|Wellness Core|Multipack Cans Tuna|Tuna|Unknown|4|38.5|154|P17700179|dup IMG_1150
IMG_1202.PNG|Wet Food|Wellness Core|Multipack Pouches Tender Cuts|Chicken selection|Unknown|4|30.8|123.2|P17700188|
IMG_1199.PNG|Wet Food|Wellness Core|Multipack Pouches Tuna|Tuna|Unknown|4|30.8|123.2|P17700187|
IMG_0945.PNG|Wet Food|Wellness Core|Purely Pate Pouch|Chicken and Duck|85g|24|5.5|132|P17700001|
IMG_0946.PNG|Wet Food|Wellness Core|Purely Pate Pouch|Chicken|85g|24|5.5|132|P17700002|
IMG_0947.PNG|Wet Food|Wellness Core|Purely Pate Pouch|Chicken with Beef|85g|24|5.5|132|P17700003|
IMG_0948.PNG|Wet Food|Wellness Core|Purely Pate Pouch|Chicken with Turkey|85g|24|5.5|132|P17700004|
IMG_0949.PNG|Wet Food|Wellness Core|Purely Pate Pouch|Chicken with Tuna Kitten|85g|24|5.5|132|P17700005|kitten
IMG_0950.PNG|Wet Food|Wellness Core|Signature Selects|Shredded Chicken with Turkey in Sauce|Unknown|24|5.5|132|P17700171|
IMG_0951.PNG|Wet Food|Wellness Core|Signature Selects|Chunky Beef and Chicken in Sauce|Unknown|24|5.5|132|P17700173|
IMG_0952.PNG|Wet Food|Wellness Core|Signature Selects|Chunky Chicken with Turkey in Sauce|Unknown|24|5.5|132|P17700174|
IMG_0953.PNG|Wet Food|Wellness Core|Signature Selects|Flaked Tuna with Salmon in Broth|Unknown|24|5.5|132|P17700175|
IMG_0954.PNG|Wet Food|Wellness Core|Signature Selects|Flaked Tuna with Shrimp in Broth|Unknown|24|5.5|132|P17700176|
IMG_0955.PNG|Wet Food|Wellness Core|Tender Cuts Pouches|Chicken and Chicken Liver Gravy|Unknown|24|5.5|132|P17700181|
IMG_0956.PNG|Wet Food|Wellness Core|Tender Cuts Pouches|Salmon and Tuna Gravy|Unknown|24|5.5|132|P17700182|
IMG_0957.PNG|Wet Food|Wellness Core|Tender Cuts Pouches|Tuna Gravy|Unknown|24|5.5|132|P17700183|
IMG_1154.PNG|Wet Food|Wellness Core|Tender Cuts Pouches|Chicken|Unknown|24|5.5|132|P17700180|
IMG_1181.PNG|Wet Food|Wellness Core|Tender Cuts Pouches|Turkey|Unknown|24|5.5|132|P17700184|
IMG_1189.PNG|Wet Food|Wellness Core|Tender Cuts Pouches|Chicken|Unknown|24|5.5|132|P17700185|
